Site,SubCatch,Slope,Elevation,LC,SAR,Area,CV,HV,HError,Rate
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.0,1.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,2.506162819484216e-12,7.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.0281731099234663,15.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.0356557477019064,21.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,,30.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,,90.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.1356263203395023,125.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.1796756841982728,182.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.1960002837450443,365.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.2074524608834926,730.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.2145743165395162,2000.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.205992846445997,2250.0
1,1,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0.2102714608958023,3652.0
1,2,2.6019868850708,35.8129463195801,653.589955734179,1.00056385993958,3954375,0,223,,
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.0,1.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,2.506162819484216e-12,7.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.0216091896700956,15.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.0253366778663373,21.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,,30.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,,90.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.1150556753068856,125.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.1819599076237614,182.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.2579411551512599,365.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.4108812045309024,730.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.5916230346112338,2000.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.5027027226805295,2250.0
1,3,3.14633369445801,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,0.5925804080140635,3652.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.0,1.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,2.506162819484216e-12,7.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.028618865003337,15.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.0348678592788807,21.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,,30.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,,90.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1259487021901847,125.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1625515780512445,182.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1723945111850283,365.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1799530321677155,730.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1877230290997832,2000.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1870858992126948,2250.0
1,4,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0.1894035876027539,3652.0
1,5,1.7901463508606,18.9498500823975,930.108902690776,1.00032544136047,4173750,164,253,0.0,1.0
1,5,1.7901463508606,18.9498500823975,930.108902690776,1.00032544136047,4173750,164,253,2.506162819484216e-12,7.0
1,5,1.7901463508606,18.9498500823975,930.108902690776,1.00032544136047,4173750,164,253,0.0196373906475812,15.0
1,5,1.7901463508606,18.9498500823975,930.108902690776,1.00032544136047,4173750,164,253,0.0261896170284471,21.0
1,5,1.7901463508606,18.9498500823975,930.108902690776,1.00032544136047,4173750,164,253,,30.0
1,5,1.7901463508606,18.9498500823975,930.108902690776,1.00032544136047,4173750,164,253,,90.0
