Site;SubCatch;Slope;Elevation;LC;SAR;Area;CV;HV;HError;Rate
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.0;1.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.0071558985505027;2.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.0309267692467264;7.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.0508305340643887;15.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.0648741903677196;21.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.087639745106709;30.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.1209781296225799;45.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.1339525922447553;50.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.1550438354248147;60.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.1733049859046586;75.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.205911826402876;90.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.2136817395832085;100.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.2548059957743812;125.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.2701172400600154;150.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.3451108524920454;182.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.3210856747445484;200.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4024951879256262;250.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.410295844345977;300.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.402993003927755;330.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4082506829503288;365.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4308517111761194;550.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4283598843185833;640.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4493123002907788;730.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4472382399252433;1000.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.446993402202724;1500.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4635402286340518;2000.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4559492989359328;2250.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.480196072439711;3000.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4766358890879691;3182.0
19;2;1.2602037191391;6.41334772109985;776.387057887321;1.00029516220093;2655000;353;165;0.4699589938324995;3652.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0;1.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;2.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0274390846980751;7.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0552197068628702;15.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0586534581822768;21.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0843838997550839;30.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.1105549850121277;45.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;50.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.157434749974176;60.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.1787479796283509;75.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;90.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.2324227886800477;100.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.2902614155436568;125.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.3099218769580117;150.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;182.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.3427154327562211;200.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;250.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4286504099498518;300.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4230562965257203;330.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4379233684103368;365.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4642900120897787;550.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4603353432385647;640.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4715741092291864;730.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.469601184684606;1000.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;1500.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4964859182758135;2000.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.4900750902077624;2250.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.0028055158001391;3000.0
33;2;6.69443559646606;67.1383438110352;709.139516458692;1.0057178735733;3256875;0;16;0.503924013609809;3182.0
